article id	author	year	title	journal/conference/collection	abstract	reference IDs	isDHQ
ADHO2013	Alliance of Digital Humanities Organizations (ADHO)	2013	Global Outlook:DH (GO:DH)				0
AO2012	annotation-ontology	2012	project website				0
AgnostiAndFerro2007	Agnosti, Maristella | Ferro, Nicola	2007	A Formal Model of Annotations of Digital Content.	ACM Transactions on Information Systems			0
aalbersberg2012	Aalbersberg, J. | Heeman, F. | Koers, H. | Zudilova-Seinstra, E.	2012	Elsevier’s Article of the Future: enhancing the user experience and integrating data through applications	Insights			0
aarseth1997	Aarseth, Espen J.	1997	Cybertext: Perspectives on Ergodic Literature				0
aarseth1997b	Aarseth, Espen	1997	The Field of Humanistic Informatics and its Relation to the Humanities	Human IT			0
aarseth2000	Aarseth, Espen	2000	Allegories of Space: The Question of Spatiality in Computer Games	Cybertext Yearbook 2000			0
aarseth2001	Aarseth, Espen	2001	Game Studies, Year One	Game Studies			0
aarseth2003	Aarseth, Epsen	2003	We All Want to Change the World: The Ideology of Innovation in Digital Media,	Digital Media Revisited: Theoretical and Conceptual Innovation in Digital Domains			0
aarseth2004	Aarseth, Espen	2004	Genre Trouble: Narrativism and the Art of Simulation	First Person: New Media as Story, Performance, and Game			0
aarseth2004a	Aarseth, E.	2004	Genre Trouble.	Electronic Book Review			0
aarseth361	Aarseth, Espen	--possible bad date--	Quest Games as Post-Narrative Discourse	Narrative Across Media: The Languages of Storytelling			0
abbott1986	Abbott, Lawrence L.	1986	Comic Art: Characteristics and Potentialities of a Narrative Medium.	Journal of Popular Culture			0
abbott2008	Abbott, D. | Jones, S. | Ross, S.	2008	Curating Digital Records of Performance.	CIDOC			0
abbott2009	Abbott, Craig S. | Williams, William Proctor	2009	Introduction to Bibliographical and Textual Studies				0
abdoh1979	Abdoh, D.	1979	Pupils Weakness in Written Arabic Texts	Symposium of Arabic Language Problem at University Levels			0
abeille2001	Abeillé, Anne | Rambow, Owen	2001	Tree Adjoining Grammars: Formalisms, linguistic analysis and processing				0
aberdeen1995	Aberdeen, John	1995	MITRE: Description of the ALEMBIC system used for MUC-6	Proceedings of the Sixth Message Understanding Conference			0
abney1996	Abney, Steven	1996	Statistical methods and linguistics	The balancing act: Combining symbolic and statistical approaches to language			0
abney2000	Abney, Steven | Collins, M. | Singhal, A.	2000	Answer Extraction	Proceedings of the Applied Natural Language Processing Conference (ANLP)			0
abraham2002	Abraham, Tara	2002	(Physio)logical Circuits: The Intellectual Origins of the McCulloch-Pitts Neural Networks.	Journal of the History of the Behavioral Sciences			0
abrams1953	Abrams, M.H.	1953	The Mirror and the Lamp				0
abrams1971	Abrams, M.H.	1971	Natural Supernaturalism: Tradition and Revolution in Romantic Literature				0
abrilian2005	Abrilian, Sarkis | Devillers, Laurence | Buisine, Stephanie | Martin, Jean-Claude	2005	EmoTV1: Annotation of real-life emotions for the specification of multimodal affective interfaces	Proceedings of the 11th International Conference on Human-Computer Interaction			0
abu1999	Abu-Salem, Hani | Al-Omari, Mahmoud | Evens, Martha	1999	Stemming Methodologies over Individual Query	Journal of the American Society for Information Systems			0
abuleil2002a	Abuleil, Saleem | Alsamara, Khalid | Evans, Martha	2002	Tagging Proper Nouns and Keywords to Classify Arabic Newspaper Text	Proceedings of the 13th Midwest Artiﬁcial Intelligence and Cognitive Science Conference			0
abuleil2002b	Abuleil, Saleem | Evens, Martha	2002	Extracting an Arabic Lexicon from Arabic Newspaper Text	Computers and the Humanities			0
academia2001	Real Academia Española	2001	Diccionario de la Lengua Española				0
aceti2005	Aceti, Lafranco	2005	European Avant-Garde: Art, Borders and Culture in Relationship to Mainstream Cinema and New Media	University of the Arts London			0
achaleke2011	Achaleke, B. | Harwood, G. | Koblin, A. | Yan, L. | Peixoto, T.	2011	Guinea Pigs and Apples: Statement of the Digital Communities Jury.	Prix Ars Electronica International Compendium: CyberArts 2011			0
achinstein1988	Achinstein, Peter	1988	The illocutionary theory of explanation	Theories of explanation			0
achtenberg1974	Achtenberg, Emily | Stone, Michael	1974	Tenants First! A Research and Organizing Guide to FHA Housing				0
aciman2009	Aciman, Alexander | Rensin, Emmett	2009	Twitterature: The World’s Greatest Books Retold Through Twitter				0
adair1944	Adair, Douglass	1944	The Authorship of the Disputed Federalist Papers (2 Parts)	William and Mary Quarterly			0
adamo1994	Adamo, Giovanni	1994	Bibliografia di informatica umanistica	Informatica e discipline umanistiche, Vol. 5			0
adams1995	Adams, John	1995	Risk				0
adams2003	Adams, Melissa	2003	Fembot Collective				0
adams2007a	Adams, Rick	2001	Magic word XYZZY				0
adams2007b	Adams, Rick	2001	The Real Colossal Cave				0
adams2007c	Adams, Rick	2001	A History of 'Adventure'	The Colossal Cave Adventure Page			0
adamson1974	Adamson, George W. | Boreham, Jillian	1974	The Use of an Association Measure Based on Character Structure to Identify Semantically Related Pairs of Words and Document Titles	Information Storage and Retrieval			0
adda1998	Adda, Gilles | Mariani, Joseph | Lecomte, Josette | Paroubek, Patrick | Rajman, Martin	1998	The GRACE French Part-Of-Speech Tagging Evaluation Task	1st International Conference on Language Resources and Evaluation			0
addison1694	Addison, Joseph	1694	Virgil’s Fourth Georgic				0
adhikan2010	Adhikan, Richard	2010	Stuxnet: Dissecting the Worm,				0
adho	Alliance of Digital Humanities Organizations	2011	About	Alliance of Digital Humanities Organizations			0
adho2011	Alliance of Digital Humanities Organizations	2011	Preconference, Conference and Post-Conference Schedule.	Digital Humanities 2011			0
adler1938	Adler, Ada	1928	Suidae Lexicon				0
adler2006	Adler, Meni | Elhadad, Michael	2006	An unsupervised Morpheme-based HMM for Hebrew morphological disambiguation	Proceedings of the 21st international conference on computational linguistics and 44th annual meeting of the association for computational linguistics			0
adolphson1998	Adolphson, Eric	1998	Writing Instruction and Controlled Language Applications: Panel Discussion on Standardization	. Proceedings of Controlled Language Applications Workshop, CLAW’98			0
adorno1974	Adorno, T.	1974	Minima Moralia: Reflections from a Damaged Life				0
adorno1992	Adorno, Theodor	1992	Commitment.	Notes to Literature, Volume 2.			0
adorno1997	Adorno, Theodor	1997	Aesthetic Theory				0
adoum1946	Adoum, Jorge Enrique	1946	Nicolás Guillén en la Pampa Salitrera	El Siglo			0
aduriz1996	Aduriz, Itziar | Aldezabal, Izaskun | Artola, Xabier | Ezeiza, Nerea | Urizar, Rubin	1996	MultiWord Lexical Units in EUSLEM, a Lemmatiser-Tagger for Basque	Papers in Computational Lexicography COMPLEX’96			0
aeri2009	Archival Education and Research Institute (AERI)	2009	Building the Future of Archival Education and Research				0
afflerbach1990	Afflerbach, Peter P.	1990	The Influence of Prior Knowledge on Expert Readers' Main Idea Construction Strategies	Reading Research Quarterly			0
agamben2007	Agamben, Giorgio	2007	Infancy and History: On the Destruction of Experience				0
agirre2000a	Agirre, Eneko | Ansa, Olatz | Hovy, Eduard | Martinez, David	2000	Enriching very large ontologies using the WWW	Proceedings of the Workshop on Ontology Construction of the European Conference of AI			0
agirre2000b	Agirre, Eneko | Ansa, Olatz | Artola, Xabier | Arregi, Xabier | Diaz de Ilarraza, Arantza | Lersundi, Mikel | Martinez, David | Sarasola, Kepa | Urizar, Rubin	2000	Extraction of semantic relations from a Basque monolingual dictionary using Constraint Grammar	Proceedings of the 9th EURALEX international conference			0
agirre2001	Agirre, Eneko | Martinez, David	2001	Knowledge Sources for Word Sense Disambiguation	International Conference on Text, Speech and Dialogue			0
agirrre1996	Agirrre, Eneko | Rigau, German	1996	Word sense disambiguation using conceptual density	Proceedings of the 16th conference on computational linguistics			0
agostiyyy_roa	Agosti, Maristella	n.d.	Roadmap for Multilingual Information Access in the European Library	Research and Advanced Technology for Digital Libraries			0
agresti2002	Agresti, Alan	2002	Categorical Data Analysis				0
aguado2009	Aguando, Juan Miguel	2009	Self-observation, self-reference and operational coupling in social systems: Steps towards a coherent epistemology of mass media.	Empedocles: European Journal for the Philosphy of Communication.			0
aguiar1985	Aguiar, Fernando | Pestana, Silvestre	1985	Poemografias: Perspectivas da Poesia Visual Portuguesa				0
aguirre1959	Aquirre, Mirta	1959	Pólvora en Salvas	Hoy Domingo Magazine			0
ahn2006	Ahn, Luis von	2006	Games With a Purpose	Computer			0
ahonen1995	Ahonen-myka, Helena	1995	Automatic Generation of SGML Content Models	Electronic Publishing			0
ahrc2006	Arts and Humanities Research Council (AHRC),	2006	AHRC ICT Methods Network Workgroup on Digital Tools Development for the Arts and Humanities				0
ahrenberg2000	Ahrenberg, Lars | Andersson, Mikael | Merkel, Magnus	2000	A Knowledge-lite Approach to Word Alignment	Parallel Text Processing			0
ahsen1984	Ahsen, Akhter	1984	ISM: The triple code model for imagery and psychopysiology	Journal of Mental Imagery			0
aikenhenvald2004	Aikenhenvald, Alexandra	2004	Evidentiality				0
ainsworth2009	Ainsworth, Peter	2009	e-Science for Medievalists: Options, Challenges, Solutions and Opportunities	Digital Humanities Quarterly			1
ainsworth2010	Ainsworth, Peter	2010	Editing, E-Science and Exhibitions	Essays in Later Medieval French Literature: The Legacy of Jane H.M. Taylor			0
aitchison2003	Aitchison, Jean	2003	Words in the Mind: An Introduction to the Mental Lexicon				0
akrich1992	Akrich, Madeleine	1992	The De-Scription of Technical Objects	Shaping Technology/Building Society: Studies in Sociotechnical Change			0
akyol2001	Akyol, Suat | Libuda, Lars | Kraiss, Karl-Friedrich	2001	Multimodale Benutzung adaptiver Kfz-Bordsysteme	Kraftfahrzeugführung			0
al1994	Al-Kharashi, Ibrahim A. | Evens, Martha W.	1994	Words, Stems, and Roots in an Arabic Information Retrieval System	Journal of the American Society for Information Systems			0
al1998	Al-Halimi, Reem | Kazman, Rick	1998	Temporal indexing through lexical chaining	WordNet: An Electronic Lexical Database			0
aland1986	Aland, Barbara | Juckel, Andreas	1986	Das Neue Testament in syrischer Ueberlieferung. Bd. I: Die grossen Katholischen Briefe				0
aland1989	Aland, Kurt | Aland, Barbara	1989	The Text of the New Testament.				0
aland1997a	Aland, Barbara | Aland, Kurt | Mink, Gerd | Wachtel, Klaus	1997	Novum Testamentum Graecum Editio Critica Maior. IV. Catholic Letters. Part 1. Text. Installment 1. James.				0
aland1997b	Aland, Barbara | Aland, Kurt | Mink, Gerd | Wachtel, Klaus	1997	Novum Testamentum Graecum Editio Critica Maior. IV. Catholic Letters. Part 2. Supplementary Material. Installment 1. James.				0
aland2005	Aland, Kurt	2005	Synopsis quattuor evangeliorum: locis parellelis evangeliorum apocryphorum et patrum adhibitis				0
alani2003	Alani, Harith | Kim, Sanghee | Millard, David E. | Weal, Mark J. | Hall, Wendy | Lewis, Paul H. | Shadbolt, Nigel R.	2003	Automatic ontology-based knowledge extraction from web documents	IEEE Intelligent Systems			0
alcock1994	Alcock, S. | Osborne, R.	1994	Placing the Gods: Sanctuaries and Sacred Space in Ancient Greece				0
alcorn2002	Alcorn Jr., M.W.	2002	Changing the Subject in English Class: Discourse and the Constructions of Desire				0
aldama2009	Aldama, Frederick Luis	2009	Your Brain on Latino Comics: From Gus Arriola to Los Bros Hernandez				0
alderman1978	Alderman, Donald L. | Lola, Rhea A. | Murray, Richard T.	1978	PLATO and TICCIT: An Evaluation of CAI in the Community College	Educational Technology			0
alegria1954	Alegria, Ciro	1954	Entrevista con Salvador Bueno	Carteles			0
alemneh2002	Alemneh	2002	A Metadata Approach to Preservation of Digital Resources: The University of North Texas Libraries’ Experience	First Monday 7.8			0
alessio1978	Alessio Robles, Vito	1978	Coahuila y Texas en la época colonial				0
alexander2002	Alexander, Jonathan	2002	Digital Spins: The Pedagogy and Politics of Student-centered E-zines	Computers and composition			0
alexander2003	Alexander, P.A.	2003	Expertise and Academic Development: A New Perspective on a Classic Theme	Keynote Address to the Biennial Meeting of the European Association for the Research on Learning and Instruction			0
alexander2006	Alexander, Bryan	2006	Web 2.0: A New Wave of Innovation for Teaching and Learning?	Educause Review			0
alfaro1946	Latcham Alfaro, Ricardo	1946	Nicolás Guillén	La Nación			0
aliprand2003	Aliprand, Joan	2003	The unicode standard (Version 4.0)				0
allan1977	Allan, Keith	1977	Classifiers	Language			0
allan2001	Allan, Keith	2001	Natural language semantics				0
allen1889a	Allen, Thomas W.	1889	Notes upon Greek Manuscripts in Italian Libraries	The Classical Review			0
allen1889b	Allen, Thomas W.	1889	Notes on Greek Mss. in Italian Libraries	The Classical Review			0
allen1889c	Allen, Thomas W.	1889	Notes on Greek MSS. in Italian Libraries (Continued)	The Classical Review			0
allen1890a	Allen, Thomas W.	1890	Notes on Greek MSS. in Italian Libraries (Continued)	The Classical Review			0
allen1890b	Allen, Thomas W.	1890	Manuscripts of the Iliad in Rome	The Classical Review			0
allen1896	Allen, Thomas W.	1896	Recent Italian Catalogues of Greek MSS	The Classical Review			0
allen1899	Allen, Thomas W.	1899	Aristarchus and the Modern Vulgate of Homer	The Classical Review			0
allen1900	Allen, Thomas W.	1900	New Homeric Papyri	The Classical Review			0
allen1902	Allen, Thomas W.	1902	Characteristics of the Homeric Vulgate	The Classical Review			0
allen1907	Allen, Thomas W.	1907	The Greek MSS. in the Ambrosian Library	The Classical Review			0
allen1924	Allen, Thomas W.	1924	Homer: The Origins and Transmission				0
allen1931	Allen, Thomas W.	1931	Homeri Ilias				0
allen1963	Allen, Gay Wilson	1963	Editing the Writings of Walt Whitman: A Million Dollar Project Without a Million Dollars	Arts and Sciences			0
allen1983	Allen, James F.	1983	Maintaining Knowledge about Temporal Intervals	Communications of the ACM			0
allen1984	Allen, James F.	1984	Towards a General Theory of Action and Time	Artificial Intelligence			0
allen1987	Allen, James F.	1987	Natural Language Understanding				0
allwood1976	Allwood, Jens	1976	Linguistic communication as action and cooperation	Gothenburg monographs in linguistics			0
allwood1992	Allwood, Jens | Nivre, Joakim | Ahlsén, Elisabeth	1992	On the semantics and pragmatics of linguistic feedback	Journal of Semantics			0
allwood2000	Allwood, Jens	2000	Structure of dialog	The structure of multimodal dialogue			0
allwood2001a	Allwood, Jens	2001	Dialog Coding—function and grammar. Gothenburg Papers	Theoretical Linguistics			0
allwood2001b	Allwood, Jens	2001	The structure of dialog	The structure of multimodal dialogue II			0
allwood2003	Allwood, Jens | Cerrato, Loredana	2003	A study of gestural feedback expressions	Proceedings of the First Nordic Symposium on Multimodal Communication			0
allwood2007a	Allwood, Jens | Kopp, Stefan | Grammer, Karl | Ahlsen, Elisabeth | Oberzaucher, Elisabeth | Koppensteiner, Markus	2007	The analysis of embodied communicative feedback in multimodal corpora: a prerequisite for behavior simulation	Language Resources and Evaluation			0
allwood2007b	Allwood, Jens | Cerrato, Loredana | Jokinen, Kristiina | Navarerretta, Costanza | Paggio, Patrizia	2007	The MUMIN coding scheme for the annotation of feedback, turn management and sequencing phenomna	Language Resources and Evaluation			0
allyn1987	Allyn, Nancy | Aubitz, Shawm | Stern, Gail F.	1987	Using Archival Materials Effectively in Museum Exhibitions.	American Archivist			0
alonge1998	Alonge, Antonietta | Calzolari, Nicoletta | Vossen, Piek | Bloksma, Laura | Castellon, Irene | Marti, Maria Antonia | Peters, Wim	1998	The Linguistic Design of the EuroWordNet Database	Computers and the Humanities			0
alonge2002	Alonge, Antonietta | Castelli, Margherita	2002	Which way should we go? Metaphoric expressions in lexical resources	Proceedings of the Third Language Resources and Evaluation Conference			0
alonge2006	Alonge, Antonietta	2006	The Italian Metaphor Database	Proceedings of the 4th International Conference on Language Resources and Evaluation (LREC 2006)			0
alsina2002	Alsina, Alex | Badia, Toni	2002	CATCG: a general purpose parsing tool applied	Proceedings of third international conference on language resources and evaluation			0
alsudani2009	Alsudani, F. | Casey, M.	2009	The effect of aesthetics on web credibility	The 23rd British HCI Group Annual Conference on People and Computers: Celebrating People and Technology			0
alt2002	Alt, Casey	2002	The Materialities of Maya	Configurations			0
altham1979	Altham, Patricia M. E.	1979	Detecting Relationships between Categorical Variables Observed over Time: A Problem of Deflating a Chi-Quared Statistic	Applied Statistics			0
altintas2002	Altintas, Kemal | Can, Fazli	2002	Stemming for Turkish: a Comparative Evaluation	proceedings of 11th Turkish Symposium on Artiﬁcial Intelligence and Neural Network			0
alvarado2011	Alvarado, R.	2011	The Digital Humanities Situation.				0
amado1953	Amado, Jorge	1953	Carta al Poeta Nicolás Guillén en el día de su Cincuentenario	La Última Hora			0
amazing_fantasy_15	Lee, Stan | Ditko, Steve	1962	Amazing Fantasy #15 (series: Amazing Fantasy)				0
amazing_spider-man_5	Lee, Stan | Ditko, Steve	1963	Amazing Spider-Man #5 (series: Amazing Spider-Man)				0
amazon	Amazon	n.d.	Kindle, Wi-Fi, Graphite, 6" Display with New E Ink Pearl Technology				0
amazon2000	Amazon	2000	Amazon.com and FedEx Team Up to Deliver Harry Potter Book IV On First Day of Release; Largest Anticipated E-Commerce Distribution Event				0
amazon2009	Amazon	2009	Introducing Amazon Kindle 2.	Amazon.com Press Releases			0
amazonkindle	Amazon	n.d.	Promotional video for Amazon Kindle on Amazon.com.				0
ambady1992	Ambady, Nalini | Rosenthal, Robert	1992	Thin slices of expressive behavior as predictors of interpersonal consequences: A meta-analysis	Psychological Bulletin			0
ambulance2010	Ambulance Driver Files	n.d.	A Day in the Life of an Ambulance Driver				0
amerika2001	Amerika, Mark	2001	Grammatron				0
amerika2007	America, M.	2007	META/DATA: A Digital Poetics				0
amir2000	Amir, Noam | Ron, Samuel | Laor, Nathaniel	2000	Analysis of an emotional speech corpus in Hebrew based on objective criteria	ISCA Tutorial and Research Workshop (ITRW) on Speech and Emotion			0
amorim1947	Amorim, Enrique	1947	Presentación a Nicolás Guillén	Tribuna Salteña			0
amtrup2000	Amtrup, Jan W. | Megerdoomian, Karine | Zajac, Remi	2000	Rapid Development of Translation Tools: Application to Persian and Turkish	Proceedings of COLING			0
ananiadou1994	Ananiadou, Sophia	1994	A Methodology for Automatic Term Recognition	Proceedings of COLING-94			0
ananiadou2001	Ananiadou, Sophia | Mima, Hideki | Nenadic, Goran	2001	A Terminology Management Workbench for Molecular Biology	Information Extraction in Molecular Biology			0
ananiadou2002	Ananiadou, Sophia | Friedman, Carol | Tsujii, Junichi	2002	Named Entity Recognition in Biomedicine	Journal of Biomedical Informatics			0
andersen1999	Andersen, Elaine S. | Brizuela, Maquela | Dupuy, Beatrice | Gonnermas, Laura	1999	Cross-linguistic evidence for the early acquisition of discourse markers as register variables	Journal of Pragmatics			0
andersen2004	Andersen, D.l>	2004	Introduction,	Digital Scholarship in the Tenure, Promotion, and Review Process			0
anderson1919	Anderson, Maxwell	1981	A Country Town.	Critical Essays on Sherwood Anderson			0
anderson1982	Anderson, Charles W. | McMaster, George E.	1982	Computer Assisted Modeling of Affective Tone in Written Documents	Computers and the Humanities			0
anderson1984	Anderson, Wilda	1984	Between the Library and the Laboratory in Eighteenth-Century France				0
anderson1985	Anderson, Tim	1985	The History of Zork [Part 1]	New Zork Times [Infocom newsletter]			0
anderson1990	Anderson, Peter Bogh | Holmqvist, Berit	1990	Interactive Fiction: Artificial Intelligence as a Mode of Sign Production	AI and Society			0
anderson1991	Anderson, Anne H.	1991	The HCRC map task corpus	Language and Speech			0
anderson1992	Anderson, Stephen R.	1992	Amorphous Morphology				0
anderson2001	Anderson, Ross J.	2001	Security Engineering				0
anderson2003	Anderson, Deborah	2003	Unicode and Historic Scripts	Ariadne			0
anderson2004	Anderson, I.	2004	Are you being served? Historian and the search for primary sources	Archivaria			0
anderson2006	Anderson, Craig	2006	The Tower of the Elephant				0
anderson2007	Anderson, Steve F.	2007	Aporias of the Digital Avant-Garde	Digital Humanities Quarterly			1
anderson2007a	Anderson, Margo	2007	Quantitative History	The Sage Handbook of Social Science Methodology			0
anderson2008	Anderson, Margo	2008	The Census, Audiences, and Publics	Social Science History			0
anderson2010	Anderson, Ben | Harrison, Paul	2010	Taking-Place: Non-Representational Theories and Geography				0
anderson2011	Anderson, S. | McPherson, T.	2011	Engaging Digital Scholarship: Thoughts on Evaluating Multimedia Scholarship	Profession			0
andersons1966	Anderson, Sherwood | Ferres, John H.	1966	Winesburg, Ohio				0
andre2000	André, Elisabeth | Rist, Thomas | van Mulken, Susanne | Klesen, Martin | Baldes, Stephan	2000	The Automated Design of Believable Dialogues for Animated Presentation Teams’	Embodied conversational agents			0
andreev1999	Andreev, Leonid | Iverson, Jack | Olsen, Mark	1999	Re-Engineering A War Machine: ARTFL's Encyclopédie	Literary and Linguistic Computing			0
andreevskaia2006	Andreevskaia, Alina | Bergler, Sabine	2006	Mining WordNet for Fuzzy Sentiment: Sentiment Tag Extraction from WordNet Glosses	EACL 2006: Proceedings of the 11th Conference of the European Chapter of the Association for Computational Linguistics			0
andrew2004	Andrew, Charles | McCallum, A.	2004	Collective segmentation and labeling of distant entities	Proceedings of the ICML Workshop on Statistical Relational Learning and Its Connections to Other Fields			0
andrews1850	Andrews, Ethan Allen	1850	A Copious and Critical Latin-English Lexicon: Founded on the Larger Latin-German Lexicon of Dr. William Freund;				0
andrews1984	Andrews, Bruce | Bernstein, Charles	1984	The L=A=N=G=U=A=G=E Book				0
andrews2003	Andrews, Jim	n.d.	Arteriods 2.5				0
andrews2004	Andrews, Jim	2004	Stir Frys and Cut Ups	Stir Fry Texts			0
ankherst2001	Ankherst, Mihael	2001	Human Involvement and Interactivity of the Next Generation’s Data Mining Tools	Workshop on Research Issues in Data Mining and Knowledge Discovery, Data Mining and Knowledge Discovery			0
anolli2002	Anolli, Luigi | Infantino, Maria Giaele | Ciceri, Rita	2002	“Your’re a real genius!”: Irony as a miscommunication design	Say not to say			0
anon2011	Anonymous	2011	Create relevant literature for future gen: Junot Diaz.	Times of India			0
anonymous1843a	Anonymous	1843	Holy Living.	Christian Watchman			0
anonymous1843b	Anonymous	1843	That Railroad.	Cambridge Palladium			0
anonymous1845	Anonymous	1845	Can’t Agree to It.	Wisconsin Argus			0
anonymous1850	Anonymous	1850	Graham’s Magazine.	Christian Secretary			0
anonymous1851	Anonymous	1851	The Writings of Hawthorne.	Church Review and Ecclesiastical Register			0
anonymous1855	Anonymous	1855	Review of Modern Pilgrims	National Intelligencer			0
anonymous1861	Anonymous	1861	Theology, Old and New.	Boston Review			0
anonymous1869	Anonymous	1869	Review of Passages from the American Note-Books of Nathaniel Hawthorne	Freewill Baptist Quarterly			0
anonymous2010	Anonymous	2010	Post in Fan reviews of UR (Novella)	StephenKing.com			0
anson1999	Anson, Chris M.	1999	Distant Voices: Teaching Writing in a Culture of Technology	College English			0
antaki1994	Antaki, Charles	1994	Explaining and arguing. The social organisation of accounts				0
antoine1998	Antoine, Jean-Yves | Zeiliger, Jerome | Caelen, Jean	1998	DQR Test Suites for a Qualitative Evaluation of Spoken Dialogue Systems: from Speech Understanding to Dialogue Strategy	1st International Conference on Language Resources and Evaluation			0
antoni1994	Antoni-Lay, Marie-Helene | Francopoulo, Gil | Zaysser, Laurence	1994	A Generic Model for Reusable Lexicons: The GENELEX Project	Literary and Linguistic Computing			0
antoniou2003	Antoniou, G. | Van Harmelen, F.	2003	Web Ontology Language: OWL	Handbook on Ontologies			0
antrim2009	Anytim, Sunny	2009	Handwriting Experts Analyze Astor Signature on Third Codicil.	ABC News			0
aoir	Association of Internet Researchers	n.d.	About	Association of Internet Researchers.			0
aone2000	Aone, Chinatsu | Ramos-Santacruz, Mila	2000	REES: A Large-Scale Relation and Event Extraction System	Proceedings of the 6th Applied Natural Language Processing Conference			0
apter2003	Apter, Emily	2004	Global Translatio: The Invention of Comparative Literature, Istanbul, 1933.	Debating World Literature.			0
aragon1949	Aragón, Louis	1949	Un Soneto de Nicolás Guillén	Hoy Magazine			0
araki1996	Araki, Masahiro | Doshita, Shuji	1996	Automatic evaluation environment for spoken dialog systems	Proceedings of the workshop on dialog processing in spoken language systems			0
archakis2001	Archakis, Argiris	2001	On discourse markers: Evidence from Modern Greek	Journal of Pragmatics			0
archer1999	Archer, K.	1999	Electronic Publishing in the Humanities and Social Sciences: A Report to the Humanities and Social Sciences Federation of Canada on Survey Findings				0
arendt1978	Arendt, Hannah	1978	The Life of the Mind. One: Thinking; Two: Willing				0
arfi2010	Arfi, B.	2010	Fantasy in the Discourse of Social Theory of International Politics	Cooperation and Conflict			0
argamon2003	Argamon, Shlomo | Koppel, Moshe | Fine, Jonathan | Shimoni, Anat Rachel	2003	Gender, Genre, and Writing Style in Formal Written Texts	Text			0
argamon2007	Argamon, Shlomo | Whitelaw, Casey | Chase, Paul | Hota, Sobhan Raj | Garg, Navendu	2007	Stylistic text classification using functional lexical features.	Journal of the American Society for Information Science and Technology			0
argamon2009a	Argamon, Shlomo | Olsen, Mark	2009	Words, Patterns and Documents: Experiments in Machine Learning and Text Analysis	Digital Humanities Quarterly			1
argamon2009b	Argamon, Shlomo | Goulain, Jean-Baptiste | Horton, Russell | Olsen, Mark	2009	Vive la Différence! Text Mining Gender Difference in French Literature	Digital Humanities Quarterly			1
argamon2009c	Argamon, Shlomo | Cooney, Charles | Horton, Russell | Olsen, Mark | Stein, Sterling | Voyer, Robert	2009	Gender, Race, and Nationality in Black Drama, 1950-2006: Mining Differences in Language Use in Authors and their Characters	Digital Humanities Quarterly			1
argyle1976	Argyle, Michael | Cook, Mark	1976	Gaze and mutual gaze				0
arias2002	Arias, Santa | Meléndez, Mariselle	2002	Mapping Colonial Spanish America: Places and Commonplaces of Identity, Culture, and Experience.				0
arlitsch2004	Arlitsch, Kenning | Herbert, John	2004	Microﬁlm, paper, and OCR: issues in newspaper digitization.”	Microform and Imaging Review			0
arms2008	Arms, W.Y.	2008	Cyberscholarship: High Performance Computing Meets Digital Libraries	Journal of Electronic Publishing,			0
arms2011	Arms, Caroline R. | Fleischhauer, Carl | Jones, Jimi	2011	Digital Formats Web Site				0
armstrong1997	Armstrong, David | Gosling, Ann | Weinman, Josh | Martaeu, Theresa	1997	The Place of Inter-Rater Reliability in Qualitative Research: An Empirical Study	Sociology			0
armstrong2005a	Armstrong, Kate	2005	Grafik Dynamo				0
armstrong2005b	Armstrong, Kate	2005	Post in Rhizome.org				0
armstrong2008	Armstrong, Kate	2008	Tributaries & Text-Fed Streams				0
arnold2009	Arnold, J.	2009	King fans will enjoy it	Amazon.com Customer Reviews of Ur			0
arozarena1954	Arozarena, Marcelino	1954	El antillano Domador de Sones	Revista América			0
arquilla2001	Arquilla, John | Ronfeldt, David	2001	Networks and Netwars				0
arthur2009	Arthur, Brian	2009	The Nature of Technology: What It Is and How It Evolves.				0
artstein2008	Artstein, Ron | Poesio, Massimo	2008	Inter-coder agreement for computational linguistics	Computational Linguistics			0
arun1987	Arun, K. S. | Huang, Thomas S. | Blostein, Steven D.	1987	Least-squares fitting of two 3-D point sets	IEEE Transactions on Pattern Analysis and Machine Intelligence			0
arya2006	Arya, Ali | Jefferies, Lisa | Enns, James T. | DiPaola, Steve	2006	Facial actions as visual cues for personality	Computer Animation and Virtual Worlds			0
arzberger2004	Arzberger, P. | Schroeder, P | Beaulieu, A. | Bowker, G.C. | Casey, K. | Laaksonen, L. | Moorman, D. | Uhlir, P.F. | Wouters, P.	2004	An International Framework to Promote Access to Data	Science			0
asadi2007	Asadi, Saeid | Zhou, Xiaofang | Jamali, Hamid R. | Mofrad, Hossein	2007	Location-Based Search Engines Tasks and Capabilities: A Comparative Study	Webology			0
asahara2000	Asahara, Masayuki | Matsumoto, Yuji	2000	Extended models and tools for high-performance part-of-speech tagger	Proceedings of the 18th conference on Computational linguistics			0
asante1988	Asante, Molefi Kate	1988	Afrocentricity				0
aschenwald2002	Aschenwald, Janette | Fin, Stefan | Tappeiner, Gottfried	2002	Brave New Modeling: Cellular Automata and Artificial Neural Networks for Mastering Complexity in Economics.	Complexity			0
asher1986	Asher, Nicholas	1986	Belief in Discourse Representation Theory	Journal of Philosophical Logic			0
asher1993	Asher, Nicholas	1993	Reference to Abstract Objects in Discourse				0
asmussen1998	Asmussen, Jerg | Norling-Christensen, Ole	1998	The corpus of the Danish Dictionary	Lexikos			0
