article id	author	year	title	journal/conference/collection	abstract	reference IDs	isDHQ
murray1997	Murray, J.	1997	Hamlet on the Holodeck: The Future of Narrative in Cyberspace				0
murray2006a	Murray, G.C.	2006	Leveraging recurrent phrase structure in large-scale ontology translation	Proceedings of EAMT 2006			0
murray2006b	Murray, G.C.	2006	Leveraging reusability: Cost-effective lexical acquisition for large-scale ontology translation	Proceedings of COLING/ACL 2006			0
murray2008	Murray, Timothy	2008	Digital Baroque: New Media Art and Cinematic Folds				0
murray2011	Murray-John, P.	2011	Twitter reply to @samplereality	Twitter			0
murray2012a	Murray, A. | Wiercinski, J.	2012	Looking at Archival Sound: Enhancing the Listening Experience in a Spoken Word Archive	First Monday			0
murray2012b	Murray, Janet H.	2012	Inventing the Medium: Principles of Interaction Design as Cultural Practice				0
mushin2001	Mushin, Ilana	2001	Evidentiality and epistemological stance: narrative retelling				0
mustafa2004	Mustafa el Hadi, W.	2004	Work – in-progress project report: CESTA – Machine Translation Evaluation Campaign	COLING 2004			0
myers2003	Myers, David	2003	The Nature of Computer Games: Play as Semiosis				0
myers2005	Myers, J.	2005	A Collaborative Informatics Infrastructure for Multi-scale Science	Cluster Computing			0
nadal1948	Nadal, O.	1948	Le sentiment de l’amour dans l’œuvre de Pierre Corneille				0
nadeau2006	Nadeau, David | Turney, Peter D. | Matwin, Stan	2006	Unsupervised Named-Entity Recognition: Generating Gazetteers and Resolving Ambiguity	Proceedings of the Canadian Conference on Artificial Intelligence			0
nadeau2007	Nadeau, David | Sekine, Satoshi	2007	A Survey of Named Entity Recognition and Classification	Lingusticae Investigationes			0
nagel2001	Nagel, James	2001	The Contemporary American Short-Story Cycle				0
nagy1996a	Nagy, Gregory	1996	Poetry as Performance				0
nagy1996b	Nagy, Gregory	1996	Homeric Questions				0
nagy2000	Nagy, Gregory	2000	Review of Martin L. West (ed.) Homeri illias	Bryn Mawr Classical Review			0
nagy2002	Nagy, Gregory	2002	Plato's Rhapsody and Homer's Music: The Poetics of the Panathenaic Festival in Classical Athens				0
nagy2004a	Nagy, Gregory	2004	Homer's Text and Language				0
nagy2004b	Nagy, G.	2004	The Homeric Text and Problems of Multiformity	Homer’s Text and Language			0
nagy2009	Nagy, Gregory | O'Donnell, James	2009	Foreword	Digital Humanities Quarterly			1
najarro2007	Najarro, Jason | Stalbaum, Brett | Cárdenas, Micha | Dominguez, Richard	2007	The Transborder Immigrant Project				0
nakahira2007	Nakahira, Katsuko T. | Matsui, Masashi | Aboko, Kazutoshi | Mikami, Yoshiki	2007	The Use of XML to Express a Historical Knowledge Base	Proceedings of the Sixteenth International World Wide Web Conference			0
nakamura2006	Nakamura, Lisa	2006	Cultural Difference, Theory, and Cyberculture Studies: A Case of Mutual Repulsion.	Critical Cyberculture Studies			0
nakamura2010	Nakamura, Lisa	2010	Comment on the blog entry The Turtlenecked Hairshirt: Fetid and Fragrant Futures for the Humanities				0
nakamura2012	Nakamura, M.	2013	Words with friends: Socially networked reading on Goodreads	Publication of the Modern Language Association			0
nakanishi1980	Nakanishi, Akira	1980	Writing systems of the world: alphabets, syllabaries, pictograms				0
nakramura1988a	Nakramura, J. | Nagao, M.	1988	Introduction to the special issue on the web as corpus.	Proceedings of the 12th International Conference on Computational linguistics			0
nakramura1988b	Nakramura, Jun-ichi | Nagao, Makoto	1988	Extraction of semantic information from an ordinary English dictionary and its evaluation	Proceedings of the 12th International Conference on Computational linguistics			0
nam2006	Nam, J.S.	2006	Étude sur les noms de mesure en coréen pour construire une base de données franco-coréenne des expressions à quantificateur en vue de la traduction automatique	Revue d’études françaises			0
nancy2005	Nancy, Jean-Luc	2005	The Publication of the Unpublished	On the Commerce of Thinking: Of Books and Bookstores			0
narayanan1999	Narayanan, Srinivas	1999	Moving right along: A computational model of metaphoric reasoning about events	Proceedings of the 16th National Conference on Artificial Intelligence			0
nardi2003	Nardi, D. | Brachman, R.J.	2003	An Introduction to Description Logics	The Description Logic Handbook			0
naseem2007	Naseem, Tahira | Hussain, Sarmad	2007	A novel approach for ranking spelling error corrections for Urdu	Language Resources and Evaluation			0
nastase2006	Nastase, Vivi | Sayyad-Shirabad, Jelber | Sokolova, Marina | Szpakowicz, Stan	2006	Learning Noun-Modiﬁer Semantic Relations with Corpus-based and WordNet-based Features	Proceedings of the 21st National Conference on Artificial Intelligence			0
nss1994	National Speleological Society, 	1994	Mammoth Cave Restoration Field Camp 1994				0
national2004	National Library of Medicine, 	2004	MEDLINE 2004				0
natkin2006	Natkin, Stephane	2006	Video Games and Interactive Media: A Glimpse at New Digital Entertainment				0
nature2007	Nature	2007	Who is accountable.	Nature			0
nature2009a	Nature	2009	Data's Shameful Neglect	Nature			0
nature2009b	Nature	2009	Authorship Policies	Nature			0
nature_materials2004	Nature Materials	2004	Authorship without authorization.	Nature Materials			0
nature_materials2008	Nature Materials	2008	Authorship matters	Nature Materials			0
nature_nanotechnology2009	Nature Nanotechnology	2009	The responsibilities of authors.	Nature Nanotechnology			0
nature_physics2009	Nature Physics	2009	What did you do?	Nature Physics			0
nauta2001	Nauta, Gehrard Jan	2001	Nicolaas Cornelis de Gijselaar, Bladzijde uit een prenten-plakboek, midden negentiende eeuw	Uit het Leidse Prentenkabinet			0
nauta2008	Nauta, Gerhard Jan	2008	As You Can See: Applying Visual Collaborative Filtering to Works of Art	Digital Humanities Quarterly			1
nava2004	Nava, M.	2004	Présentation de EqueR, la campagne d’évaluation des systèmes de question-réponse sur le Français	TALN-JEP-RECITAL 2004 Conference			0
navarro2001	Navarro, G.	2001	A Guided Tour to Approximate String Matching	ACM Computing Surveys			0
navas2009	Navas, Eduardo	2009	Notes on Cultural Analytics Seminar, December 16-17, 2009, CALIT2, San Diego				0
nave1896	Nave, Orville James	1896	Nave's Topical Bible				0
navigli2003a	Navigli, Roberto | Velardi, Paola | Gangemi, Aldo	2003	Ontology learning and its application to automated terminology translation	IEEE Intelligent Systems			0
navigli2003b	Navigli, Roberto | Velardi, Paola	2003	An Analysis of Ontology-based Query Expansion Strategies	Proceedings of the ECML workshop on adaptive text extraction and mining			0
ncb2009a	Nature Cell Biology	2009	Attribution and accountability	Nature Cell Biology			0
ncb2009b	Nature Cell Biology	2009	Credit where credit is due	Nature Cell Biology			0
ndalianis2004	Ndalianis, Angela	2004	Neo-Baroque Aesthetics and Contemporary Entertainment				0
neal1999	Neal, Radford M. | Hinton, Geoffrey M.	1999	A view of the EM algorithm that justifies incremental, sparse, and other variants	Learning in Graphical Models			0
nedellec2000	Nedellec, Claire	2000	Corpus-based learning of semantic relations by the ILP system, ASIUM	Learning Language in Logic, Lecture Notes in Computer Science			0
needham1962	Needham, Joseph	1962	Science and Civilisation in China	Physics and Physical Technology: Physics			0
neef2006a	Neef, Sonja	2006	Sign Here!: Handwriting in the Age of New Media				0
neef2006b	Neef, Sonja	2006	Authentic Events: The Diaries of Anne Frank and the Alleged Diaries of Adolf Hitler.	Sign Here! Handwriting in the Age of New Media			0
neff1998	Neff, J. M.	1998	From a Distance: Teaching Writing on Interactive Television	Research in the Teaching of English			0
neff2008	Neff, M. | Kipp, M. | AlbrechtI, I. | Seidel, H.-P.	2008	Gesture modeling and animation based on a probabilistic recreation of speaker behavior	ACM Transactions on Graphics			0
negroponte1995	Negroponte, Nicholas	1995	Being Digital				0
neh2010	National Endowment for the Humanities Office of Digital Humanities	2010	Summary Findings of NEH Digital Humanities Start-Up Grants (2007–2010)				0
nelson1965	Nelson, Theodore H.	1965	A File Structure for the Complex, the Changing and the Intermediate	Association for Computing Machinery			0
nelson1974	Nelson, Theodor Holm	1974	Literary Machines				0
nelson1990	Nelson, Theodor Holm	1990	Literary Machines				0
nelson1991	Nelson, Theodor H.	1991	As We Will Think	From Memex to Hypertext: Vannevar Bush and the Mind's Machine			0
nelson1992	Nelson, T.	1992	Literary Machines 93.1				0
nelson1997	Nelson, G.	1997	The Tempest				0
nelson2001	Nelson, Graham	2001	Inform Designer's Manual				0
nelson2005	Nelson, Michael L. | Bollen, Johan | Manepalli, Giridhar | Haq, Rabia	2005	Archive Ingest and Handling Test: The Old Dominion University Approach	D-Lib Magazine			0
nelson2007a	Nelson, G. | Short, E.	2007	Inform 7 website				0
nelson2010a	Nelson, Theodor Holm	2010	Possiplex: Movies, Intellect, Creative Control, My Computer Life and the Fight for Civilization				0
nelson2010b	Nelson, Robert K.	2010	Mining the Dispatch – Introduction.	Mining the Dispatch			0
nelson2012c	Nelson, Robert K.	n.d.	A Conversation with Digital Historians	Southern Spaces			0
nelson2012d	Nelson, Brent | Bath, John	2012	Old Ways for Linking Texts in the Digital Reading Environment: The Case of the Thompson Chain Reference Bible	Digital Humanities Quarterly			1
nelson2007b	Nelson, G. | Knight, C.	n.d.	Inform 6 website				0
nenadic200	Nenadic, G. | Spasic, I. | Ananiadou, S.	--possible bad date--	Mining Biomedical Abstracts: What’s in a Term?	Natural Language Processing IJCNLP 2004 First International Joint Conference			0
nepstad2006a	Nepstad, P.	2006	The Journey of the King				0
nepstad2006b	Nepstad, P.	2006	The Ebb and Flow of the Tide				0
neruda1947	Neruda, Pablo	1947	Discurso de Despedida a Nicolás Guillén	Periódico Hoy			0
nettle2000	Nettle, D. | Romaine, S.	2000	Vanishing voices				0
network2010	Research Information Network	2010	If You Build It, Will They Come? How Researchers Perceive and Use Web 2.0.				0
newcombe1988	Newcombe, H.B.	1988	Handbook of Record Linkage: Methods for Health and Statistical Studies, Administration, and Business				0
newman1658	Newman, Samuel	1658	A Large and Compleat Concordance to the Bible in English: According to the Last Translation.				0
newman2004	Newman, S.	2004	Interrogating the Master: Lacan and Radical Politics.	Psychoanalysis, Culture & Society			0
newman2006	Newman, David J. | Block, Sharon	2006	Probabilistic topic decomposition of an eighteenth‐century American newspaper	Journal of the American Society for Information Science and Technology			0
newman2010	Newman, J.	2010	Textual Intimacy.	The German Quarterly			0
ney1991	Ney, H. | Essen, U.	1991	On Smoothing Technique for Bigram-Based Natural Language Modeling	Proceedings of International Conference on Acoustics, Speech, and Signal Processing			0
ney1994	Ney, H. | Essen, U. | Kneser, R.	1994	On Structuring Probabilistic Dependences in Stochastic Language Modeling	Computer Speech and Language			0
ngai2000	Ngai, Sianne	2000	Stuplimity: Shock and Boredom in Twentieth-Century Aesthetics.	Postmodern Culture			0
ngai2001	Ngai, G. | Florian, R.	2001	Transformation-based learning in the fast lane	Proceedings of the 2nd Conference of the North American Chapter of the ACL			0
ngram2012	Google Books Ngram Viewer	2012	Google Books Ngram Viewer. Search for Sectarian, Sectarianism				0
nicholas2006	Nicholas, D | Huntington, P. | Jamali, H.R. | Tenopir, C.	2006	Finding Information in (Very Large) Digital Libraries: A Deep Log Approach to Determining Differences in Use According to Method of Access	Journal of Academic Librarianship			0
nicholas2012	Nicholas, D. | Clark, D.	2012	Reading in the Digital Environment	Learned Publishing			0
nicholls2003	Nicholls, Catherine	2003	Exhibiting Evidence: A Case Study.	Archivaria			0
nichols1991	Nichols, Bill	1991	Representing Reality: Issues and Concepts in Documentary				0
nichols2005	Nichols, E. | Bond, F. | Flickinger, D.	2005	Robust ontology acquisition from machine-readable dictionaries	International Joint Conference on Artificial Intelligence IJCAI-2005			0
nichols2009	Nichols, David	2009	Preface	MLA Handbook for Writers of Research Papers, 7th Edition			0
nicolini2004	Nicolini, M.	2004	Deutsch in Texas				0
nida1975	Nida, E.A.	1975	Componential analysis of meaning				0
nideffer2007	Nideffer, Robert	2007	Game Engines as Embedded Systems.	Database Aesthetics: Art in the Age of Information Overflow			0
nielsen1993	Nielsen, J.	1993	Usability Engineering				0
nielsen2000	Nielsen, Jakob	2000	Designing Web Usability: The Practice of Simplicity				0
nielsen2006	Nielsen, J.	2006	F-Shaped pattern for reading web content.	Alertbox			0
nielsen2008	Nielsen, J.	2008	How little do users read?	Alertbox			0
niermeyer1976	Niermeyer, Jan Frederick	1976	Mediae Latinitatis Lexicon Minus				0
niessen2000	Nießen, S. | Ney, H.	2000	Improving SMT Quality with Morpho-Syntactic Analysis	Proceedings of COLING			0
nietzsche1977	Nietzsche, Friedrich	1977	The Portable Nietzsche				0
nimwegen1999	Nimwegen, C. | Pouw, M. | Oostendorp, H. van	1999	The influence of structure and reading-manipulation on usability of hypertexts	Interacting with Computers			0
nirenburg2004	Nirenburg, S. | Raskin, V.	2004	Ontological semantics				0
nisbet1991	Nisbet, R.G.M.	1991	How Textual Conjectures Are Made	Materiali e discussioni per l'analisi dei testi classici			0
nissim2003	Nissim, Malvina | Markert, Katja	2003	Syntactic features and word similarity for supervised metonymy resolution	Proceedings of the 41st Annual Meeting of the Association for Computational Linguistics (ACL 2003)			0
nitsch2006	Nitsch, D. | Morton, S. | DeStavola, B.L. | Clark, H. | Leon, D.A.	2006	How Good is Probabilistic Record Linkage to Reconstruct Reproductive Histories? Results from the Aberdeen Children of the 1950s Study	BMC Medical Research Methodology			0
nivre2006	Nivre, Joakim | Hall, Johan | Nilsson, Jens	2006	MaltParser: A Data-Driven Parser-Generator for Dependency Parsing	Proceedings of the Fifth International Conference on Language Resources and Evaluation			0
nkwenti1994	Nkwenti-Azeh, B.	1994	Positional and Combinatorial Characteristics of Terms	Terminology			0
noble2001	Noble, David F.	2001	Digital Diploma Mills: The Automation of Higher Education				0
nobus2005	Nobus, D. | Quinn, M.	2005	Knowing Nothing, Staying Stupid. Elements for a Psychoanalytic Epistemology				0
noland1999	Noland, Carrie	1999	Poetry At Stake: Lyric Aesthetics and the Challenge of Technology				0
noldus2000	Noldus, L. P.	2000	The observer video-pro: New software for the collection, management, and presentation of time-structured data from videotapes and digital media files	Behavior Research Methods, Instruments & Computers			0
nom-de-nick2011	nom-de-nick	2011	Thanks, Steve.	Post on Amazon.com Customer Reviews of Ur			0
nomura1992	Nomura, H. | Isahara, J.	1992	The JEIDA Report on MT Evaluation	Workshop on MT Evaluation: Basis for Future Directions			0
nooij1969	Nooij, A.T.J.	1969	De Boerenpartij: Desoriëntatie en radikalisme onder de boeren [The Boerenpartij: Disorientation and radicalism among the farmers]				0
norcia2008	Norcia, M.	2008	Out of the Ivory Tower Endlessly Rocking: Collaborating across Disciplines and Professions to Promote Student Learning in the Digital Archive	Pedagogy			0
nord2004	Nord, David Paul	2004	Faith in Reading: Religious Publishing and the Birth of Mass Media in America				0
noreen1989	Noreen, Eric W.	1989	Computer Intensive Methods for Testing Hypotheses: An Introduction				0
norman1988	Norman, Donald A.	1988	The Psychology of Everyday Things				0
norman2010	Norman, Donald	2010	Living with Complexity				0
norrick2001	Norrick, Neal R.	2001	Discourse markers in oral narrative	Journal of Pragmatics			0
norris1986	Norris, Frank	1986	The Octopus				0
norris2006	Norris, S.	2006	Multiparty interaction: A multimodal perspective on relevance	Discourse Studies			0
north1994	North, Michael	1994	The Dialect of Modernism: Race, Language, and Twentieth-Century Literature				0
north2002	North, Michael	2002	Words in Motion: The Movies, the Readies, and the “Revolution of the Word.	Modernism/modernity			0
north2005	North, Michael	2005	Camera Works: Photography and the Twentieth-Century Word				0
norton2003	Norton, Bonny	2003	The Motivating Power of Comic Books: Insights from Archie Comic Readers.	Reading Teacher			0
norton2004	Norton, Camille	2004	Poetry: 1900-1940.	American Literary Scholarship			0
notredame2000	Notredame, C. | Higgins, D. G. | Heringa, J.	2000	T-Coffee: A Novel Method for Fast and Accurate Multiple Sequence Alignment	Journal of Molecular Biology			0
notredame2002	Notredame, C.	2002	Recent Progresses in Multiple Sequence Alignment: A Survey	Pharmacogenomics			0
novak2005	Novak, Jeannie	2005	Game Development Essentials: An Introduction				0
novelrank2011	NovelRank	2011	NovelRank. The Brief Wondrous Life of Oscar Wao				0
novick1988	Novick, Peter	1988	That Noble Dream: the "Objectivity Question" and the American Historical Profession				0
